Function,Service,Date Grant Awarded,Time Period for Grant,Grant Beneficiary,Beneficiary's registration Number,Purpose of Grant,Amount,Revenue / Capital
PLACE,SfC,01/05/16,01/06/16,HIKMAT SAHARA,none,for Boishaki Mela celebration,"1,200.00",Revenue
PLACE,SfC,03/05/16,Summer 2016,3RD CREDITON GUIDES,306016,New tents,480,Revenue
PLACE,SfC,03/05/16,31/03/17,PETE'S DRAGONS,Charity 1160644,Information books and CDs,50,Revenue
PLACE,SfC,04/05/16,04/06/16,EXETER RESPECT CIC,8725612,SPONSORSHIP Exeter Respect,500,Revenue
PLACE,SfC,05/05/16,31/03/17,North Devon Voluntary Services Ltd,1133707,Towards the continued management and operation of the group and its transport activities,"45,000.00",Revenue
PLACE,SfC,09/05/16,31/05/17,LIVING OPTIONS DEVON,1102489,Facilitaion,300,Revenue
PLACE,SfC,11/05/16,23/07/16,NORTH DEVON SUNRISE,8462590,SPONSORSHIP North Devon diversity festival,500,Revenue
PLACE,SfC,12/05/16,01/02/17,BRADWORTHY ARTS FESTIVAL,None,Energy 60 Gallery,320,Revenue
PLACE,SfC,16/05/16,01/07/16,ILFRACOMBE TOWN F C (STAIRLIFT),None,Chairlift to access pitch and club house,800,Revenue
PLACE,SfC,16/05/16,01/03/17,ILFRACOMBE CRICKET CLUB,None,Grass cutting equipment,"1,000.00",Revenue
PLACE,SfC,17/05/16,01/07/16,DIVINE SOULS DANCE CREW,None,Crew kit for competitions,300,Revenue
PLACE,SfC,18/05/16,01/09/16,PIP CENTRE LTD THE,Charity 1075233,Refurbishment of the veranda area,"3,000.00",Revenue
PLACE,SfC,18/05/16,01/12/16,LIBRARIES UNLIMITED SOUTH WEST,Charity 9822597,Promotional events for local libraries,"1,000.00",Revenue
PLACE,SfC,18/05/16,01/03/17,BIDEFORD BUZZ NEWSLETTER GROUP,none,Printing costs,600,Revenue
PLACE,SfC,19/05/16,19/05/16,GERMANSWEEK VILLAGE HALL,none,15 small square tables,450,Revenue
PLACE,SfC,19/05/16,01/03/17,1ST LYN SCOUT GROUP,none,"Flag, uniforms, first aid kit etc","2,000.00",Revenue
PLACE,SfC,24/05/16,30/06/16,BARNSTAPLE TOWN MARCHING BAND,None,Replacement minibus,750,Revenue
PLACE,SfC,24/05/16,01/03/17,TAW & TORRIDGE VOLUNTARY SERVICE,Charity 1125142,Supported Rural Independent Living projects,"2,100.00",Revenue
PLACE,SfC,25/05/16,31/03/17,DEVON VOLUNTARY ACTION,1158671,Digital pilot,700,Revenue
PLACE,SfC,26/05/16,31/03/17,LIVING OPTIONS DEVON,1102489,Heritage Ability project,"1,500.00",Revenue
PLACE,SfC,27/05/16,31/03/17,DEVON RAPE CRISIS & SEXUAL ABUSE,7630160,CAPACITY BUILDING,"1,500.00",Revenue
PLACE,SfC,31/05/16,31/03/17,CSW Group,3029947,Contributions towards Enterprising Young Devon 2016,"10,000.00",Revenue
PLACE,SfC,31/05/16,03/05/17,Holbeton Pre-School Playgroup,1260,contribution towards the purchase of new gate and awning,390,Capital
PLACE,SfC,01/06/16,01/04/2015-31/03/2016,BLACKDOWN HILLS TRUST,1138327,Blackdown Hills Natural Project Grant match funding,200,Revenue
PLACE,SfC,01/06/16,01/06/16,FRIENDS OF ILFRACOMBE LIBRARY GR,None,Book bags for Summer Reading Challenge participants,200,Revenue
PLACE,SfC,01/06/16,03/05/17,Ugborough Village Hall,1262,Contribution towards re-surfacing of emergency exit path,"2,000.00",Capital
PLACE,SfC,01/06/16,03/05/17,Dartington Village Hall Association,1242,Contribution towards disabled access & extension,"5,000.00",Capital
PLACE,SfC,01/06/16,03/05/17,Ipplepen Tennis Club,1255,Contribution towards tennis court resurfacing,"2,000.00",Capital
PLACE,SfC,01/06/16,03/05/17,Friends of Victoria Park,1249,Contribution towards Victoria Woodholme skate park equipment (2nd tranche of funding),"10,000.00",Capital
PLACE,SfC,01/06/16,03/05/17,Dartmouth & District Indoor Pool Trust,1261,Contribution towards equipment for the pool,"2,000.00",Capital
PLACE,SfC,01/06/16,03/05/17,The Buckfastleigh Trust -,1250,The Valiant Soldier Project - contribution towards essential works to the building,"4,500.00",Capital
PLACE,SfC,01/06/16,03/05/17,Men's Shed Ottery St Mary,1252,Contribution towards equipment,500,Capital
PLACE,SfC,01/06/16,03/05/17,Buckland & Milber Community Centre,1256,Contribution towards access improvements,"9,000.00",Capital
PLACE,SfC,01/06/16,03/05/17,Sowton Village Hall,1259,Contribution towards Sowton Village Hall roof repairs,"3,000.00",Capital
PLACE,SfC,02/06/16,03/05/17,Ilfracombe Community Transport,331001,Hand held ticket machine,"1,800.00",Capital
PLACE,SfC,07/06/16,01/06/16,APPLEDORE PILOT GIG CLUB,none,New blades for ladies B team,"1,000.00",Revenue
PLACE,SfC,07/06/16,01/07/16,BIDEFORD A F C YOUTH,none,Kit and equipment for disability football team,"3,171.00",Revenue
PLACE,SfC,08/06/16,autumn 2016,TAVISTOCK COMMNITY SENSRY GARDEN,none,money for costs of plants and shrubs,"1,000.00",Revenue
PLACE,SfC,09/06/16,01/09/16,TAVISTOCK HERITAGE FESTIVAL,none,"living history events, talks and concerts",450,Revenue
PLACE,SfC,15/06/16,31/01/17,BURRINGTON PARISH HALL,Charity 274490,Committee room improvements,"1,400.00",Revenue
PLACE,SfC,18/06/16,31/03/17,MELDON VIADUCT COMPANY LTD,3625472,contribution towards Meldon Viaduct,"7,800.00",Revenue
PLACE,SfC,20/06/16,28/07/16,FREMINGTON YOUTH FC,None,New metal goals,"1,000.00",Revenue
PLACE,SfC,23/06/16,01/03/17,EXETER CITIZENS ADVICE BUREAU,"1091143, 4334063",for provision of advice and information & volunteering in Pinhoe & Mincinglake,500,Revenue
PLACE,SfC,29/06/16,01/03/17,MEET AND REMEMBER CLUB,none,for workshops for dementia clients supported by Isca Church,"1,500.00",Revenue
PLACE,SfC,01/07/16,01/02/17,S O S GLOBAL,none,for programme of workshops for Royal Deaf Academy,465,Revenue
PLACE,SfC,07/07/16,01/07/16,TIDDYBROOK MEADOWS RES ASSOC,none,To provide equipment to do litter picks,100,Revenue
PLACE,SfC,07/07/16,08/07/16,OKEHAMPTON & DISTRICT COMMUNITY,Charity 1024617,Handy bars to enable passengers to get into cars,242,Revenue
PLACE,SfC,07/07/16,01/03/17,EXETER ST JAMES FORUM,none,for hire of premises for meetings,600,Revenue
PLACE,SfC,08/07/16,01/08/16,ASHWATER AGRICULTURAL SHOW,none,Marquee hire,200,Revenue
PLACE,SfC,08/07/16,01/03/17,EXETER COMMUNITY TRANSPORT ASSN,1129560,for assistance with purchase of Genny mobility scooter,300,Revenue
PLACE,SfC,10/07/16,01/03/17,SOUTH HAMS DIST.COUN (FOLLATON) Growing Orchard Communities,none,for growing orchards in South Devon,"1,000.00",Revenue
PLACE,SfC,11/07/16,01/12/16,NORTH DEVON +,Charity 6238026,Training events for young farmers,900,Revenue
PLACE,SfC,13/07/16,21/07/16,DARTMOOR SEARCH & RESCUE TEAM,1106094,Gazebo to use in fundraising events,600,Revenue
PLACE,SfC,13/07/16,01/10/16,LED BY DREAMS CIC,Company 09772210,"Laptop, printer and accessories","1,000.00",Revenue
PLACE,SfC,14/07/16,01/03/16,EXETER COMMUNITY TRANSPORT ASSOC,1129560,for assistance to purchase Genny mobility scooter,"1,000.00",Revenue
PLACE,SfC,15/07/16,31/03/17,SENIOR COUNCIL FOR DEVON,Company 06538562,Resources,500,Revenue
PLACE,SfC,15/07/16,01/07/16,OKEHAMPTON D OF EDINBURGH AWARDS,none,Leader training to drive a minibus,250,Revenue
PLACE,SfC,19/07/16,30/09/16,WELCOME CENTRE CIC THE,9296761,for audio equipment,184.99,Revenue
PLACE,SfC,19/07/16,01/04/2016-31/03/2017,COLDHARBOUR MILL TRUST,1123386,DEFRA Funded Sustainable Development Fund Grant - Final Claim,500.49,Revenue
PLACE,SfC,21/07/16,03/05/17,Exbourne Village Hall,1264,Contribution towards replacement of flooring,"2,000.00",Capital
PLACE,SfC,21/07/16,03/05/17,Butterleigh Village Hall,1284,Contribution towards permanent store for Butterleigh Playing Fields,800,Capital
PLACE,SfC,25/07/16,03/05/17,Culmstock Community Projects,1283,Contribution towards community garden,"1,000.00",Capital
PLACE,SfC,26/07/16,August - September 2016,2443 (OKEHAMPTON) SQUADRON ATC,none,sports T-shirts for cadets,420,Revenue
PLACE,SfC,26/07/16,01/08/16,COMMUNITY ON SHOW,None,Repair benches and buy planters to enhance Instow railway platform,500,Revenue
PLACE,SfC,26/07/16,01/08/16,FREMINGTON & DISTRICT COMM GROUP,None,"Fruit trees, picnic table and bench for community open space","1,500.00",Revenue
PLACE,SfC,26/07/16,01/09/16,LAMERTON ALLOTMENT ASSOCIATION,none,Polytunnel,300,Revenue
PLACE,SfC,26/07/16,01/10/16,LAGOON VIEW COMMUNITY ORCHARD AS,None,Planters and flowers to enhance verges,200,Revenue
PLACE,SfC,26/07/16,01/10/16,1ST STOKENHAM GUIDES,306016,for equipment,"1,000.00",Revenue
PLACE,SfC,26/07/16,01/11/16,TOPSHAM COMMUNITY ASSOCIATION LT,none,for annual competition,"1,000.00",Revenue
PLACE,SfC,26/07/16,03/05/17,St Thomas Community Association,1270,Refurbishment of Pinces Gardens Gatehouse,"1,260.61",Capital
PLACE,SfC,26/07/16,03/05/17,Axe Vale Canoe Club,1267,Contribution towards roller doors for kayak shed,"2,000.00",Capital
PLACE,SfC,26/07/16,03/05/17,Devon Federation of Young Farmers Clubs,1273,Contribution towards purchasing & refurbishment of a new Rural Hub,"17,750.00",Capital
PLACE,SfC,26/07/16,03/05/17,Cullompton Rugby Club,1277,Contribution towards the purchase of a new tractor,"1,000.00",Capital
PLACE,SfC,26/07/16,03/05/17,Involve - Voluntary Action in Mid Devon,1274,Contribution towards the purchase of IT equipment,924,Capital
PLACE,SfC,28/07/16,01/12/16,TAVISTOCK MEMORY CAFE,Charity 1165389,Social event,400,Revenue
PLACE,SfC,29/07/16,31/03/17,DEVON COMMUNITIES TOGETHER,1074047,WORK TO INFORM,"3,000.00",Revenue
PLACE,SfC,29/07/16,31/03/17,JUST ANOTHER FIVE MINUTES,,Aiming High for Disabled Grant,"5,000.00",Revenue
PLACE,SfC,01/08/16,31/03/17,DOWN'S SYNDROME ASSN NORTH DEVON,,Aiming High for Disabled Grant,"5,000.00",Revenue
PLACE,SfC,02/08/16,31/03/17,DEVON COUNTY FOOTBALL ASSOC,,Aiming High for Disabled Grant,"3,650.00",Revenue
PLACE,SfC,03/08/16,31/03/17,SOUTH DEVON ASPERGERS GROUP,,Aiming High for Disabled Grant,"5,000.00",Revenue
PLACE,SfC,09/08/16,01/04/2016-31/03/2017,NORTH DEVON MOVING IMAGE CIC,8737215,DEFRA Funded Sustainable Development Fund Grant - Final Claim,"1,035.59",Revenue
PLACE,SfC,09/08/16,01/03/17,100 CLUB COMMUNITY GROUP,none,for rental cost for Children's group,488,Revenue
PLACE,SfC,09/08/16,31/03/17,SOUTH WEST AUTISM CIC,,Aiming High for Disabled Grant,"5,000.00",Revenue
PLACE,SfC,12/08/16,03/05/17,Mamhead Village Hall,1300,Kitchen Upgrade,600,Capital
PLACE,SfC,18/08/16,01/09/16,KELLY VILLAGE HALL,Charity no 276969,Repair and upgrade of septic tank,800,Revenue
PLACE,SfC,18/08/16,31/03/17,NORTH DEVON FORUM FOR AUTISM,,Aiming High for Disabled Grant,"5,000.00",Revenue
PLACE,SfC,18/08/16,31/03/17,SON-RISE SPECIALS TRUST,,Aiming High for Disabled Grant,"5,000.00",Revenue
PLACE,SfC,18/08/16,31/03/17,FOOTBALL IN THE COMMUNITY(VITTLE,,Aiming High for Disabled Grant,"4,121.04",Revenue
PLACE,SfC,22/08/16,31/03/17,DISCOVERY SURF SCHOOL,,Aiming High for Disabled Grant,"4,300.00",Revenue
PLACE,SfC,01/09/16,31/03/17,DEVON FED OF YOUNG FARMERS CLUB,Charity 1098759,Materials for refurbishment of Rural Hub,"1,000.00",Revenue
PLACE,SfC,01/09/16,31/03/17,ACTION FOR CHILDREN (WATFORD),,Aiming High for Disabled Grant,577,Revenue
PLACE,SfC,07/09/16,31/03/17,O C R A,,Aiming High for Disabled Grant,"4,950.00",Revenue
PLACE,SfC,13/09/16,01/10/16,TURNING TIDES PROJECT CIC,Company 9053146,Okehampton colouring cafe,"1,000.00",Revenue
PLACE,SfC,14/09/16,03/05/17,17th Exeter Alphington Scout Group,1333,HQ Re-rendering,800,Capital
PLACE,SfC,16/09/16,03/05/17,North Devon Display Gymnastics Club,1311,Equipment,"1,000.00",Capital
PLACE,SfC,21/09/16,03/05/17,Copplestone Recreation Association,1332,Bench seats,"1,152.00",Capital
PLACE,SfC,22/09/16,01/10/16,FREMINGTON FOOTBALL CLUB,None,New equipment and kit,500,Revenue
PLACE,SfC,22/09/16,01/11/16,POLLYFIELD COMMUNITY ASSOCIATION,Charity 300765,Double glazing and solar panels for Pollyfield Centre,"3,000.00",Revenue
PLACE,SfC,22/09/16,01/12/16,OKEHAMPTON STREET PASTORS,account being set up,Radios to maintain contact with base,"1,200.00",Revenue
PLACE,SfC,22/09/16,01/12/16,INSTOW SCHOOL P T F A,Charity no: 1085357,Playground equipment,"2,000.00",Revenue
PLACE,SfC,22/09/16,03/05/17,Newton Ferrers and Noss Mayo Village Hall,1320,Heating project,"2,000.00",Capital
PLACE,SfC,22/09/16,03/05/17,Ipplepen Village Hall,1334,Safety improvements,"2,500.00",Capital
PLACE,SfC,27/09/16,25/12/16,BARNSTAPLE TOWNCENTRE MANAGEMENT,None,Twelve Days of Christmas' events,"2,000.00",Revenue
PLACE,SfC,28/09/16,01/03/16,SALCOMBE MINIBUS,Charity 1166469,replace existing minibus,500,Revenue
PLACE,SfC,28/09/16,31/03/17,HOLLOW LANE CLUB,,Aiming High for Disabled Grant,"7,000.00",Revenue
PLACE,SfC,03/10/16,01/10/16,CHRISTCHURCH BRAUNTON LUNCHEON,none,To replace cookers,"1,000.00",Revenue
PLACE,SfC,04/10/16,01/10/16,SIDMOUTH CARNIVAL,none,Insurance to cover festival,500,Revenue
PLACE,SfC,05/10/16,01/03/17,TAVISTOCK & DIST OUTDR ED FORUM,none,Ten Tors 2017,"1,000.00",Revenue
PLACE,SfC,06/10/16,01/02/17,TAVISTOCK COMMUNITY TRANSPORT,Charity 292765,to fit seatbelts,"2,400.00",Revenue
PLACE,SfC,09/10/16,31/03/17,SOCOPS,,Aiming High for Disabled Grant,"5,000.00",Revenue
PLACE,SfC,09/10/16,31/03/17,VISIONS INCLUSIVE,,Aiming High for Disabled Grant,"1,600.00",Revenue
PLACE,SfC,10/10/16,31/03/17,SENSE,,Aiming High for Disabled Grant,"4,981.00",Revenue
PLACE,SfC,10/10/16,31/03/17,SOUTH WEST AUTISM CIC,,Aiming High for Disabled Grant,"5,000.00",Revenue
PLACE,SfC,13/10/16,15/09/16,OCKMENT COMMUNITY CENTRE THE,Charity 1113703 Company 5713281,Hire of room for Okehampton Rail Forum,55.82,Revenue
PLACE,SfC,13/10/16,01/02/17,STOKE RIVERS VILLAGE HALL,Charity 1155437,Repairs to damaged floor,400,Revenue
PLACE,SfC,13/10/16,01/03/17,6TH EXETER SCOUTS,none,for repairs to scout hut,500,Revenue
PLACE,SfC,14/10/16,31/03/17,MOORVISION,,Aiming High for Disabled Grant,"5,000.00",Revenue
PLACE,SfC,15/10/16,31/03/17,NORTH DEVON JUVENILE DIABETES GP,,Aiming High for Disabled Grant,"5,000.00",Revenue
PLACE,SfC,17/10/16,01/04/2016-31/03/2017,NORTH DEVON MOVING IMAGE CIC,8737215,DEFRA Funded Sustainable Development Fund Grant - Final Claim,"1,500.00",Revenue
PLACE,SfC,24/10/16,31/03/17,HEART CENTRE THE,,Aiming High for Disabled Grant,"5,000.00",Revenue
PLACE,SfC,28/10/16,01/03/17,FRIENDS OF BRADFORD SCHOOL,Charity no 1122644,Provision of an outdoor shelter/learning area for the school,"1,000.00",Revenue
PLACE,SfC,31/10/16,01/11/16,HOLSWORTHY YOUTH CLUB,Charity no: 1114577,To purchase electronic games equipment,500,Revenue
PLACE,SfC,31/10/16,01/12/16,GO NORTH DEVON LTD,Registered Society no: IP27719R,New uniforms for volunteers and equipment for fundraising,500,Revenue
PLACE,SfC,31/10/16,01/02/17,EXETER CITY /ONE GAME ONE COMNTY,none,Football v homphobia festival,500,Revenue
PLACE,SfC,31/10/16,01/03/17,INSPIRE SOUTH WEST,None,Sports equipment for youth inclusion project,"1,200.00",Revenue
PLACE,SfC,02/11/16,01/06/17,1ST STARCROSS & KENTON BROWNIES,none,Brownie pack holiday,750,Revenue
PLACE,SfC,07/11/16,01/11/16,BYEWAYS BOWLING CLUB,None,New mower for green keeping,"1,500.00",Revenue
PLACE,SfC,14/11/16,01/02/17,NORTH DEVON YACHT CLUB,None,New tables for public meeting room,"1,000.00",Revenue
PLACE,SfC,14/11/16,01/03/17,HARTLAND ATC 326 SQUADRON,Reg no: XR59333,Camping equipment,700,Revenue
PLACE,SfC,15/11/16,01/12/16,INTAGR8 CIC,CIC 09696924,East-the-Water community garden,700,Revenue
PLACE,SfC,15/11/16,01/02/17,BUDE CANAL TRUST,Charity 1054925,Vegetation clearance works,500,Revenue
PLACE,SfC,15/11/16,01/03/17,NORTHAM LODGE,Charity 1081794,Shower room refurbishment,"3,000.00",Revenue
PLACE,SfC,18/11/16,31/03/17,HORRABRIDGE RANGERS SPORTING ASS,none,Purchase of a mower,"5,850.00",Revenue
PLACE,SfC,21/11/16,31/03/17,ILFRACOMBE RUGBY FOOTBALL CLUB,None,Pitch maintenance equipment,"1,000.00",Revenue
PLACE,SfC,23/11/16,01/01/17,HOLBETON PRE-SCHOOL PLAYGROUP,Charity 1022812,Teaching items for use by the children,615,Revenue
PLACE,SfC,23/11/16,01/03/17,WELCOMBE HEARTS CHARITY,none,Provision of a community defibrillator,"1,445.00",Revenue
PLACE,SfC,24/11/16,03/05/17,Devon & Dorset Regimental Charity,1348,Memorial,"5,000.00",Capital
PLACE,SfC,24/11/16,03/05/17,Dartmouth Royal Regatta,1352,Racing signals,"1,500.00",Capital
PLACE,SfC,28/11/16,01/12/16,EXMOOR NATIONAL PARK AUTHORITY,none,To hire crowd safety barriers,96,Revenue
PLACE,SfC,01/12/16,01/03/17,LYN COMMUNITY DEVELOPMENT TRUST,Charity 1095324 Company 03750729,Lighting system to facilitate Air Ambulance night landings,"1,000.00",Revenue
PLACE,SfC,02/12/16,01/03/17,TORCROSS CHAPEL,none,electrical wiring check,300,Revenue
PLACE,SfC,02/12/16,31/03/17,NORTH DEVON THEATRES TRUST,Charity 1027553,"Refurbishment of toilets, Landmark Theatre Ilfracombe",500,Revenue
PLACE,SfC,07/12/16,01/01/17,CHITTLEHAMPTON VILLAGE HALL COMM,Charity 201734,Upgrade to electrics,750,Revenue
PLACE,SfC,08/12/16,11/01/2016-31/03/2016,Exeter St Thomas Emergency Response Group,,Flood Community resilience grant - Distributed by Devon Communities Together,"2,000.00",Revenue
PLACE,SfC,08/12/16,01/09/16,ST THOMAS COMMUNITY ASSOCIATION,none,music and community festival,"3,000.00",Revenue
PLACE,SfC,14/12/16,11/01/2016-31/03/2016,The Mary Tavy Jubilee Group,,Flood Community resilience grant - Distributed by Devon Communities Together,"2,000.00",Revenue
PLACE,SfC,20/12/16,11/01/2016-31/03/2016,Lapford Emergency Plan Committee,,Flood Community resilience grant - Distributed by Devon Communities Together,950,Revenue
PLACE,SfC,24/05/06,11/01/2016-31/03/2016,Abbotskerswell Emergency Planning,,Flood Community resilience grant - Distributed by Devon Communities Together,"1,910.00",Revenue
PLACE,SfC,,,EXETER UNI GUILD OF STUDENTS,none,for respite for young carers,600,Revenue
PLACE,SfC,,01/12/16,PARTICIPATION TEAM AMENITIES A/C,none,Christmas for care leavers,"5,695.00",Revenue
PLACE,Transport,01/04/15,31/03/16,Totnes Ring & Ride,Charity reg: 1041259,To Provide local Ring & Ride and Community Transport,"1,350.90",Revenue
PLACE,Transport,01/04/15,31/03/16,COLERIDGE COMMUNITY BUS (TOTNES),Charity reg: 282151,Driver Training Grant for R&R Service,"1,151.63",Revenue
PLACE,Transport,01/04/16,1/4/16-31/3/17,AXE VALLEY & DORSET RING & RIDE,Charity reg 1098002,To Provide local Ring & Ride and Community Transport,"15,000.00",Revenue
PLACE,Transport,01/04/16,1/4/16-31/3/17,EAST TEIGNBRIDGE C T A,Charity Reg 1060175,To Provide local Ring & Ride and Community Transport,"15,250.00",Revenue
PLACE,Transport,01/04/16,1/4/16-31/3/17,EXETER COMMUNITY TRANSPORT ASSOC,Charity Reg 1129560,To Provide local Ring & Ride and Community Transport,"21,200.00",Revenue
PLACE,Transport,01/04/16,1/4/16-31/3/17,EXMOUTH & DISTRICT C T G,Charity Reg 1011410,To Provide local Ring & Ride and Community Transport,"15,000.00",Revenue
PLACE,Transport,01/04/16,1/4/16-31/3/17,GO NORTH DEVON LTD,Industrial & Provident Society No 27719R,To Provide local Ring & Ride and Community Transport,"34,546.00",Revenue
PLACE,Transport,01/04/16,1/4/16-31/3/17,HOLSWORTHY RURAL COMMUNITY,Charity reg: 1109623,To Provide local Ring & Ride and Community Transport,"15,000.00",Revenue
PLACE,Transport,01/04/16,1/4/16-31/3/17,ILFRACOMBE COMMUNITY TRANSPORT,Charity reg: 279975,To Provide local Ring & Ride and Community Transport,"25,000.00",Revenue
PLACE,Transport,01/04/16,1/4/16-31/3/17,IVYBRIDGE & DISTRICT C T A,Charity reg: 1123577,To Provide local Ring & Ride and Community Transport,"15,000.00",Revenue
PLACE,Transport,01/04/16,1/4/16-31/3/17,NEWTON ABBOT CTA,Charity reg: 1124719,To Provide local Ring & Ride and Community Transport,"16,200.00",Revenue
PLACE,Transport,01/04/16,1/4/16-31/3/17,OKEHAMPTON & DISTRICT COMMUNITY,Charity reg: 1024617,To Provide local Ring & Ride and Community Transport,"15,000.00",Revenue
PLACE,Transport,01/04/16,1/4/16-31/3/17,TAVISTOCK & DIST LOCAL TRANSPORT,Charity reg: 1079282,To Provide local Ring & Ride and Community Transport,"15,000.00",Revenue
PLACE,Transport,01/04/16,1/4/16-31/3/17,TAVISTOCK AREA SUPPORT SERVICES,Charity reg: 1129175,To Provide local Ring & Ride and Community Transport,"14,548.00",Revenue
PLACE,Transport,01/04/16,1/4/16-31/3/17,TEIGNMOUTH SHOPMOBILITY,Charity reg: 1072990,To Provide local Ring & Ride and Community Transport,750,Revenue
PLACE,Transport,01/04/16,1/4/16-31/3/17,TIVERTON & DIST COMM TRANS ASSOC,Charity reg: 1099477,To Provide local Ring & Ride and Community Transport,"47,495.00",Revenue
PLACE,Transport,01/04/16,1/4/16-31/3/17,TOTNES & DARTMOUTH RING & RIDE,Charity reg: 1041259,To Provide local Ring & Ride and Community Transport,"1,350.09",Revenue
PLACE,Transport,01/04/16,1/4/16-31/3/17,TRIP COMMUNITY TRANSPORT ASSOC,Charity reg: 1082544,To Provide local Ring & Ride and Community Transport,"30,883.00",Revenue
PLACE,Youth,01/04/16,31/03/17,VOYC-Voluntary Organisations Young People & children,1054442,VOYC will be asked to deliver against outcomes relating to youth services infrastructure support functions,"28,250.00",Revenue
Public Health,Public Health,01/01/16,31/12/16,Dartmoor National Park,N/A,To support the delivery of the Public Health Outcomes through the promotion of access to Dartmoor National Park.,"20,000.00",Revenue
Public Health,Public Health,31/03/16,07/04/17,North Devon Against Domestic Abuse (NDADA),1098450,"Contribution toward the costs of delivering the MARAC IDVA service within North Devon, Torridge, and South & West Devon.","22,000.00",Revenue
Public Health,Public Health,31/03/16,09/04/17,Stop Abuse for Everyone,291415,Contribution toward the cost of delivering the MARAC IDVA service within East & Mid Devon.,"25,000.00",Revenue
Public Health,Public Health,31/03/16,10/04/17,Teignbridge District Council,N/A,The purpose of this grant is to support the eight District Councils across Devon to implement the Places of Safety Model.,"10,000.00",Revenue
Public Health,Public Health,31/03/16,11/04/17,Young Devon YES,1057949,To enable Young Devon to undertake some specific sexual health focused work with young people.,"10,000.00",Revenue
Public Health,Public Health,31/03/16,12/04/17,The Zone Youth Enquiry Service Ltd,2787912,To enable young people who reside in the West Devon area to access sexual health promotion advice.,"3,500.00",Revenue
Public Health,Public Health,01/04/16,31/03/17,Devon Rape Crisis,1144548,To enable Devon Rape Crisis Service to continue to provide information and support to women who have suffered historic or recent sexual violence.,"25,000.00",Revenue
Public Health,Public Health,01/04/16,31/03/17,Exmoor National Park Project,N/A,To support the delivery of the Public Health Outcomes through the promotion of access to Exmoor National Park.,"10,000.00",Revenue